FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,TARGET
6.8,0.36,0.89,55.7,0.039,-45,170,0.9948,3.3,1.54,6,-1,7,Unrated,2
7.9,1.21,1.51,44.3,-0.465,287,-10,0.94971,4.49,1.97,14.2,0,7,2,5
8.5,-0.52,0.35,1.7,0.061,-265,45,0.97098,2.31,-0.86,13.9,1,9,Unrated,0
14.3,0.24,0.29,70.1,0.42,56,157,1.02798,4.33,1.68,9.8,1,7,4,5
10,0.84,1.59,2.9,0.263,4,187,1.02333,2.71,1.1,12.2,-1,11,2,3
7.6,1.82,1.75,-54.3,0.049,57,636,0.99748,3.24,-0.15,9.3,-1,8,1,2
7.9,0.22,1.64,5.5,0.054,37,-31,0.99474,2.45,0.5,8.9,0,8,Unrated,3
6.9,0.36,1.31,-49.25,-0.03,51,152,1.00361,3,1.51,4,0,8,4,5
7.4,0.38,-0.93,8.3,0.271,44,168,0.99627,2.95,0.52,19.2,0,8,Unrated,3
6.5,-0.6,0.29,42.7,0.037,-7,86,1.0114,3.25,0.45,8,-1,7,1,3
8.5,-0.16,-2.55,48.9,-0.304,79,-236,1.08899,3.04,1.31,9.9,1,9,3,5
7.2,0.29,0.4,7.6,-0.571,199,177,0.99337,3.04,0.15,6.5,0,8,2,4
19.7,1.32,1.31,3.3,0.1,26,52,0.9982,1.7,0.53,15.9,0,10,Unrated,0
14.2,-0.32,1.07,54.7,0.181,-23,138,0.99125,3.46,-1.16,11.1,-1,7,1,3
-4.4,1.16,0.34,1.6,0.469,33,314,0.9921,2.12,-0.27,5.2,-1,7,3,3
15.7,0.7,-0.14,3.3,0.044,-192,91,1.0418,3.49,1.55,10.8,1,7,3,5
6,1.08,0.24,-31,-0.411,35,126,1.02658,4.5,1.67,9,1,7,3,6
-1.7,1.8,0.08,1.8,-0.12,22,89,0.89949,3.34,1.4,11.5,0,8,1,0
-15.7,-0.1,0.06,-50.9,0.668,24,625,0.995,3.28,1.42,6.9,1,9,1,6
6.6,-0.12,0.52,8.1,0.102,-67,-56,0.99548,3.18,3.64,12.4,0,7,Unrated,3
6.1,-0.05,1.56,59.3,0.335,-205,108,0.9934,3.23,0.52,9.2,0,7,1,3
9,0.2,0.42,22,0.041,80,26,0.9925,1.83,0.49,11.4,0,9,Unrated,0
12.8,2.08,0.98,37.2,0.088,13,35,0.9997,2.48,0.6,13.7,0,14,Unrated,0
9.7,0.69,0.32,32,0.471,22,365,0.97688,3.29,-1.01,6.3,-1,11,1,2
6.4,0.26,0.69,1.7,-0.66,-248,60,0.9925,4.34,0.54,10.1,1,7,2,4
15.6,-0.05,0.02,2.2,0.546,36,111,0.99524,1.88,0.72,2.1,0,7,Unrated,0
1.1,0.25,0.39,2.1,0.036,7,45,0.96443,4.29,0.43,12.2,0,8,2,6
8.2,0.18,0.54,-17,-0.033,28,81,0.9923,3,0.56,10.5,-1,9,Unrated,4
6.6,0.26,0.46,7.8,0.047,135,561,0.9664,3.2,-0.51,11.9,0,7,2,3
11.8,-1.16,0.03,3.3,-0.534,34,143,0.92193,1.91,0.33,11.3,0,7,2,4
6.3,0.24,-0.37,70.9,0.035,-125,12,0.96616,3.17,-0.83,8.3,1,7,1,5
6.7,1.8,0.18,7.7,-0.17,-227,200,1.046,3.34,-0.9,9.4,-1,7,1,3
6.4,0.3,1.36,-47.1,0.332,166,182,0.94414,3.36,-0.35,9,-2,7,Unrated,1
12.7,0.6,0.49,21,-0.496,5,26,0.9994,4.09,0.57,15.6,-1,14,Unrated,0
5.1,0.33,0.19,50.2,0.027,273,-337,0.9893,3.67,0.38,9.7,0,6,1,5
6.7,0.26,0.29,7.1,0.119,306,550,1.04276,3.4,-1.1,8.5,0,7,2,4
17.1,0.44,0.26,131.75,-0.245,-115,100,0.99117,3.17,-0.61,7.3,0,9,3,4
14.7,0.29,0.52,-12.1,0.164,35,192,1.04617,3.16,0.51,15.6,-1,7,2,3
7.8,-1.64,0.74,-6.6,0.033,-40,561,1.0919,3.14,0.52,12.8,-2,9,2,2
6,0.45,0.65,9.7,0.08,11,-260,0.9956,3.04,0.6,12.6,1,7,Unrated,4
7.4,0.17,0.34,8.3,0.052,44,477,0.99627,3.11,0.65,11.4,-1,8,Unrated,2
-2.6,0.32,0.26,38.8,-0.505,253,22,0.99291,3.36,0.19,11.1,2,7,2,6
5.8,0.25,0.25,-16.3,-0.171,-148,-287,1.03087,3.37,0.58,4.6,0,6,3,4
9.1,0.28,-0.91,-52.4,0.067,25,12,1.0078,3.25,0.55,13,-1,10,Unrated,0
14.6,0.22,0.48,1.5,0.662,-225,-135,0.9944,2.25,-0.29,2.4,1,8,3,4
7.4,-0.61,0.16,12.8,0.395,48.5,229,0.9986,4.02,2.83,10.5,0,8,3,5
2.9,1.105,0,-85.3,0.39,7,12,0.9846,3.34,-0.7,6,0,8,Unrated,0
0,0.58,-0.24,-24.4,0.078,-32,32,0.99546,3.36,-0.86,17.9,-2,7,Unrated,0
7.4,1.18,0.32,7.1,0.578,-63,486,0.98713,3.32,2.05,7.8,-1,8,Unrated,1
5.7,0.49,0.28,42.6,0.11,20,229,1.01233,2.93,1.95,9.9,1,9,Unrated,0
6.5,0.55,0.44,-5,0.043,23,-30,0.98659,4.38,0.48,-0.2,0,7,1,3
3.1,0.2,0.36,20.4,0.066,31,132,0.995,4.16,2.2,10.9,-1,8,2,3
-3.7,0.32,1.68,2.5,0.052,40,219.5,0.99575,3.15,1.92,10,1,7,1,4
5.1,2.81,0.8,-0.4,0.053,13,-287,1.0039,3.22,0.39,11.5,2,6,Unrated,0
5.3,-2.65,2.01,4.9,0.028,176,497,0.9932,3.04,0.4,11.3,-1,10,Unrated,3
6.4,0.3,-0.23,-115.2,0.058,27,-116,0.93754,3.95,-0.65,21.1,0,7,Unrated,4
7.4,0.64,-0.16,-7.4,-0.378,-61,114,0.97551,3.06,1.89,9.8,0,8,1,0
6.6,0.05,0.04,-14.6,0.069,-62,15,0.9956,3.62,0.63,5.2,-1,7,Unrated,0
18.2,0.95,0.24,99.4,-0.539,29,-161,1.01019,2.95,0.44,10.6,-1,8,2,3
-2.3,-0.07,0.3,-10.4,0.333,116,143,1.01838,3.8,-0.21,9.4,0,7,1,4
6.4,0.885,0,41.3,0.899,34,-222,0.99551,3.56,-0.52,10.2,0,7,2,3
8.4,-0.01,0.42,1.6,0.085,9,101,0.994,3.05,0.8,11.9,1,9,Unrated,0
11.8,0.295,0.2,2.2,0.432,18,157,0.98349,3.21,2,14.1,0,6,1,3
7.9,1.28,0.47,2.6,-0.285,12,94,1.086,3.4,-0.24,9.5,-1,9,Unrated,0
4.6,0.11,0.28,13.8,0.264,186,369,0.9948,3.23,0.37,10.4,-1,8,1,3
-2,0.26,1.43,-57.2,-0.532,548,183,0.99594,3.2,0.32,9.3,0,7,2,3
13,0.43,1.07,-22.8,-0.079,-18,486,0.95632,3.02,-0.83,11.7,-1,7,Unrated,0
14.8,1.42,-0.06,0.8,0.037,-174,356,1.01232,4,0.49,13.7,-1,7,1,0
20.2,0.2,0.28,20.1,-0.331,18,72,0.98704,2.48,2.06,10.4,-1,9,1,2
2.9,0.39,0.26,0.1,0.103,39,-162,0.99325,3.41,0.45,10.8,0,7,2,4
17.9,-0.53,-0.42,1.6,0.095,365,903,0.99396,3.18,0.7,3.5,0,8,1,4
5.2,0.28,0.29,-27,0.028,18,80,1.04306,2.84,-0.84,10,1,6,1,5
14,-1.11,0.29,1.8,0.612,40,147,0.9912,3.06,-1.26,11.4,1,7,2,6
6.4,0.36,0.26,-22.9,0.578,19,413,0.95793,1.31,0.98,9.3,0,6,3,4
6.6,0.22,-1.29,-9.1,0.617,-9,632,0.99906,2.53,1.44,12.4,1,7,3,5
-4,-0.91,0.28,4.2,-0.436,-127,112,0.9906,3,1.59,14.9,-1,8,Unrated,3
6.9,1.12,0.41,34,0.241,31,-57,0.99368,3.22,-0.16,11.2,0,8,2,4
14.1,-0.045,0.22,2.3,0.075,126,24,0.99688,3.68,0.54,11.3,0,9,1,4
-0.1,1.22,-1.18,39.1,-1.158,622,225,1.03223,3.45,0.49,10.7,0,9,1,0
1.7,1.525,0.19,0.8,0.337,17,204,0.9934,3.34,0.21,13.4,-1,8,Unrated,2
17.4,0.44,1.99,2.7,-0.481,35,474,1.01363,3.18,0.79,16.6,1,8,2,6
6.9,-0.56,1.36,13.5,0.27,-174,31,0.95191,3.84,-0.48,9.8,1,7,Unrated,0
5.6,0.54,0.1,11.4,-0.531,240,434,1.03694,3.34,0.73,7.7,-2,6,Unrated,1
6.3,0.23,-0.63,1.8,0.033,3,-119,0.9906,4.46,0.4,11.8,1,7,2,5
7.3,-0.4,0.24,-4.7,0.362,-193,-93,0.98298,2.68,0.38,12.2,-1,8,Unrated,0
25.2,0.26,0.3,2,0.355,13,272,0.97573,3.51,0.02,12.6,-1,8,Unrated,2
6.4,0.43,0.32,50.2,0.048,88,67,0.99176,3.08,-2.96,11.4,-1,7,Unrated,0
7.1,-0.25,0.61,-56,0.454,-191,155,1.04649,3.14,0.45,9.4,-1,8,1,2
17.4,-1.18,-0.04,1.3,0.381,251,698,0.9925,3.07,0.54,8.1,0,7,2,3
5.3,0.6,-0.19,22,0.033,33,-164,0.95734,3.08,3.27,13.3,0,9,3,4
6.8,-0.89,-0.51,6.7,0.034,106,420,0.99245,4.17,1.63,14.3,-1,7,1,3
7.4,0.45,0.32,7.1,0.432,108,117,0.9962,3.32,-0.14,12.1,0,8,2,2
-4.6,2.44,1.78,35.7,0.048,30,-232,0.99138,4.26,0.78,17.1,1,6,3,5
6.2,-0.66,-0.26,1.8,0.086,300,138,1.00781,3.1,-1.27,10.6,0,7,Unrated,0
6.6,0.13,-1.37,-10.4,0.145,314,95,1.04062,2.61,2.83,9.8,1,7,2,5
7.7,0.79,1.2,-21.4,-0.125,484,-147,1.01184,0.72,-0.26,11.3,-1,8,2,4
-10.5,-0.45,0,-54.9,-0.077,206,-177,0.995,3.54,1.17,6.4,0,7,Unrated,0
5.9,-0.38,0.3,1.5,0.143,19,-238,0.98897,3.47,0.42,12.3,1,7,2,6
12.2,-1.04,-0.38,1.4,0.036,-172,108,0.99006,4.45,0.66,9.7,-1,7,2,3
16.8,0,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,0,7,1,5
-1.2,-1.89,-1.13,2.5,0.047,31,540,0.99252,3.07,0.57,15.2,2,8,3,6
7.8,0.39,1.64,20.2,0.047,21,262,0.9951,2.94,0.31,11.8,-1,8,1,3
-2.7,-0.4,0.32,4.2,1.114,-123,327,0.99714,3.46,0.78,9.9,0,8,Unrated,0
14.7,0.24,0.46,51.3,1.26,48,-29,1.0723800000000001,0.58,0.42,7.8,-1,8,Unrated,3
1.4,0.63,0.02,1.9,0.264,-65,30,0.99712,2.95,0.22,6.5,0,8,Unrated,0
18.6,-0.37,0.35,0.9,-0.011,252,413,0.99921,3.13,0.38,11.7,1,9,4,5
7.9,-0.61,0.44,27.2,0.075,10,26,1.00005,3.06,-0.18,7.1,1,16,Unrated,0
6.4,0.09,0.37,5.4,0.026,27,80,1.03243,3.44,-0.5,12.7,1,8,3,4
7.2,0.31,-1.49,7.2,0.046,45,178,0.9955,4.16,0.53,9.7,2,8,1,0
-1.9,1.49,0.25,-49,-0.46,-150,148,0.9976,2.38,1.28,9.2,1,8,Unrated,0
8.1,1,0.81,-38.6,0.257,-167,183,1.03047,3.17,0.5,11.2,-1,9,Unrated,2
6.3,-0.13,0.44,-14.7,0.05,50,245,1.04814,2.43,2.29,8.6,-1,7,1,1
0.3,1.595,0,2.6,0.081,-75,406,0.99721,3.58,0.52,17.3,0,9,Unrated,0
14.5,0.87,0.06,3.8,1.067,-70,351,0.99668,3.26,0.56,9.2,-1,9,Unrated,0
6.4,0.35,0.28,-42.7,0.039,-190,401,0.99539,2.94,0.43,10.6,0,7,2,4
1.9,0.25,0.2,8.3,0.024,29,101,0.99114,2.43,0.09,10.8,-1,7,1,3
19,0.92,0.28,21.35,-0.18,51,490,0.99782,5.48,0.6,9.5,1,8,3,6
1.8,0.24,0.29,1.2,0.528,37,97,1.00562,4.41,-1.08,17.7,0,8,3,4
8.5,1.66,0.2,-55.2,-0.058,-92,113,1.01949,3.13,1.48,9.2,0,9,Unrated,0
13.2,0.16,0.02,-20.5,0.064,63,-342,1.03396,3.66,0.52,22.2,0,7,1,3
16.2,0.24,-1.33,1.3,0.038,32,571,0.99125,3.54,0.43,11.1,-1,7,Unrated,3
-2.5,0.27,1.17,49.4,0.1,20,27,0.96326,1.96,1.18,11.2,-1,9,2,3
14,0.23,-1.16,-62.1,-0.047,45,182,0.9967,3.08,1.8,5.4,1,8,2,5
0.5,0.165,0.07,23.3,0.133,-70.5,588,0.94748,3.53,0.53,12.5,0,7,Unrated,2
6.9,1.55,0.15,-2.3,0.024,36,-278,1.0246,3.16,1.01,12.4,-1,7,2,4
5.1,1.18,0.21,-124.5,0.26,-268,389,0.9894,2.76,-0.54,11.4,-1,6,1,3
7.1,1.68,-0.31,-0.3,0.03,-177,-141,0.99345,3.16,-0.26,12.2,1,8,3,6
7.5,0.6,0.49,-27.3,0.095,233,269,0.97179,2.82,0.17,13,0,8,Unrated,0
-1.6,0.26,0.24,2.4,-0.06,27,-30,0.99234,3.76,0.73,15.9,1,6,3,4
17,3.28,1.19,-44.4,0.056,56,-99,0.96342,3.17,0.44,15.2,0,7,3,3
15.5,0.43,-0.31,11.25,0.032,31,87,0.9922,3.22,-0.5,9.8,-1,7,Unrated,3
8.6,0.26,0.18,1.4,-0.264,265,135,0.99174,3.32,0.35,12.8,-2,6,Unrated,2
7.3,0.26,-1.14,9.3,0.411,35,183,1.02725,2.44,2.53,7.5,-1,8,1,3
7.1,0.21,0.74,123.2,0.413,23,106,0.99405,3.35,-0.67,8.8,-1,8,1,1
13.4,-1.02,0.4,2.9,0.45,-191,110,1.02783,3.48,-2.12,9.7,1,11,Unrated,0
16.8,-0.05,-0.29,-32.9,0.067,-124,-141,0.99542,3.11,1.11,9.3,-1,7,2,3
0,-0.21,0.16,54.8,0.049,209,-15,0.9917,4.4,0.92,10.1,1,5,2,5
7,-0.03,0.25,63.5,0.584,14,73,1.01038,2.11,-1.07,13.2,0,8,Unrated,4
17.5,0.45,0.27,4.7,-0.365,17,810,0.96622,3.12,0.76,12.5,0,8,3,5
6.6,0.27,0.46,8.1,-1.079,53,202,0.99548,2.35,0.44,10,-1,7,1,2
6.8,0.27,0.3,-5.2,0.047,69,160,0.99705,2.83,-0.87,15.7,0,7,Unrated,0
7.2,0.25,1.04,2.1,0.492,587,152,0.997,3.44,0.9,9.4,-1,8,2,0
8.2,0.48,0.44,-17.3,0.043,314,425,1.03578,2.23,2.05,8,-1,9,1,3
11,0.25,0.24,-8.6,-0.22,13,85,0.9942,2.99,-0.11,9.5,1,7,2,3
-2.4,0.19,0.28,1.6,-0.382,-206,529,0.94954,3.34,1.43,9.8,0,8,2,3
7.2,0.19,0.46,48.4,0.041,-11,187,0.9932,2.3,-2.01,11.2,0,8,3,5
5.8,1.39,0.15,1.1,0.495,140,83,0.95739,3.3,-0.01,9.3,0,6,3,4
-2.1,0.23,0.39,1.8,-0.423,23,165,0.9912,4.05,0.31,8.5,1,7,3,5
7.9,0.11,1.06,-54,-0.367,27,133,0.9946,5.69,0.42,10.6,1,9,2,5
6.4,0.09,0.15,18.8,-0.548,-76,97,0.99408,2.99,-0.06,9.9,1,7,2,5
12.9,0.35,0.35,-28,0.034,-125,148,0.96527,3.73,0.12,9.8,-1,7,Unrated,1
6.8,0.475,0.24,3.95,0.072,16,81,0.95634,3.23,0.49,10.6,1,8,2,6
6.9,0.52,0.25,2.6,0.39,139,381,0.96141,2.84,0.5,13.4,-1,8,2,2
8.7,0.34,0.38,30.2,0.063,-88,321,0.99468,3.24,0.08,12,1,9,Unrated,0
12.2,-0.74,1.87,1.4,0.049,50,-295,0.9709,3.03,0.45,9.5,-1,7,Unrated,2
6.5,0.22,1.84,52,-0.438,249,-32,0.95051,3.05,0.66,6.8,0,7,Unrated,4
6.4,-0.25,0.21,-34.25,0.03,36,170,0.94792,3.38,0.13,10.933333333,0,7,2,4
12.1,0.87,0.49,1.3,-0.205,248,295,1.0095,2.38,0.53,11.7,1,8,4,6
7.1,0.18,0.74,15.6,-0.082,44,176,1.00063,4.44,-0.3,20.5,1,8,2,5
6.4,0.55,0.26,-45.9,0.449,20,104,0.9924,3.22,-0.82,16,0,7,2,4
-4.4,1.76,-0.22,7.75,0.131,30,69,0.99158,2.64,-0.64,11.1,0,8,Unrated,5
5.2,-0.62,0.47,1.6,0.031,-165,375,0.94111,3.44,2.06,12.2,2,6,4,6
6.8,0.18,-0.01,81.7,-0.185,37,160,0.96354,3.37,-1.04,6.9,1,7,Unrated,0
7.4,0.13,0.39,4.7,-0.078,165,137,0.96213,3.36,0.56,7.1,0,8,3,5
26.8,0.34,1.25,-16,-0.937,26,164,0.95473,3.14,0.5,8.8,1,7,2,5
12.2,0.06,0.4,1.6,0.614,20,-236,1.03649,0.74,-0.08,15.4,0,9,3,4
-0.8,0.4,-1.07,14.5,0.045,-204,193,0.9961,4.47,1.39,14,-1,8,1,3
7.7,-0.55,0.89,1.9,1.002,9,-182,0.9966,2.81,-0.92,4.7,-1,8,Unrated,2
7.6,0.27,-0.06,42.5,0.058,-107,115,0.9958,3.15,0.45,3.7,-1,8,1,2
10.8,0.795,0,2.6,0.096,11,26,0.9671,3.35,1.24,9.4,-1,10,1,3
7.6,-0.67,0.55,3.4,-0.064,-119,116,0.9944,3.15,1.68,4.6,0,8,Unrated,0
5.9,0.23,-0.14,45.75,0.246,25,161,0.9925,2.13,0.38,8.3,1,6,3,5
1.9,0.43,0.26,1.8,0.518,27,-194,1.04499,4.06,0.32,10.4,1,8,1,0
7.2,0.58,-0.29,69.3,0.032,-186,118,0.94959,3.96,0.53,13,-2,8,1,3
12.6,-0.36,0.27,49.9,0.117,139,614,0.98973,3.2,0.08,9,0,8,2,3
-17.7,-0.3,1.19,2.2,0.208,-204,51,0.97449,3.52,0.76,4.7,1,7,1,0
7.4,-0.32,1.78,1.1,0.042,559,-311,1.02852,3.13,0.55,2.1,0,8,2,3
10.9,0.86,1.22,-39,-0.451,35,455,0.9986,3.94,-1.18,8.8,-2,8,3,3
5,1.565,-0.84,11.75,0.114,-69,118,0.9954,3.07,0.66,12.3,1,6,1,0
6,1.06,0,1.4,0.057,-175,27,0.98917,3.36,0.45,14.5,0,7,1,0
14.1,-0.17,-0.3,60.1,0.057,-206,280,1.03492,3.22,0.5,12.4,-1,9,2,2
6.4,1.27,0.26,17.4,0.05,53,9,0.97781,3.14,0.5,9.6,0,7,3,3
6.8,0.32,0.3,1,0.623,22,-26,1.00213,1.24,0.61,10.2,-1,7,1,2
6.8,0.32,-0.38,3.4,0.023,19,444,0.96552,3.42,1.49,12.7,-1,7,1,3
-1.1,-2.19,0.29,1.8,0.23,69,237,1.00037,2.29,2.88,15.6,1,8,2,5
5.9,0.19,0.26,7.4,1.153,-39,-99,1.02112,3.49,-0.5,-2.1,1,6,3,5
7.7,0.3,1.78,19.6,-0.245,-172,203,0.9973,3.24,0.4,5.7,0,9,1,4
18,1.24,1.06,15.1,0.033,221,194,1.01979,4.04,0.47,12.6,0,7,2,3
5.6,0.72,1.23,5.7,0.205,12,80,0.9923,2.76,0.38,4.5,-1,6,Unrated,0
10.2,1.63,0.22,19.7,-0.299,57,-241,0.9966,3.08,-0.26,9.3,-1,8,3,3
17.7,1.61,0.31,5.5,-0.03,553,317,0.9951,2.73,0.66,9.3,1,7,3,5
7.8,0.26,0.49,-13.2,-0.475,28,454,0.9919,3.03,2.09,13.3,-2,9,1,3
1.6,0.28,1.71,3,0.028,19,98,0.99303,2.05,1.17,-0.3,-1,7,1,3
10.2,0.4,-0.16,0.9,0.048,23,170,0.993,3.22,0.27,8.7,1,7,1,5
7.1,0.26,0.31,19.4,0.535,29,128,0.9937,3.34,0.66,10.9,1,8,3,7
-3,0.21,0.69,14.5,-0.211,128,170,0.9657,3.55,0.41,9.8,1,8,2,5
7.4,0.14,-0.15,1,0.067,25,-153,0.99268,3.53,-1.21,10.6,0,8,1,4
7.1,0.21,0.41,-6,-0.058,-107,141,0.993,3.2,0.57,10,1,8,4,6
0.2,0.39,0.31,-100.8,0.346,77,157,0.95556,3.05,-0.1,8.7,0,8,Unrated,3
6.5,0.22,-2.24,8,0.637,58,146,1.03059,2.41,0.48,9.1,-1,7,1,3
13.7,-0.6,1.65,101.1,-0.432,28,482,0.9954,0.88,0.43,14.2,0,10,Unrated,0
-5.2,1.59,0.49,7.3,0.467,218,206,0.96302,3.13,0.43,6,0,7,1,4
3,0.3,0.32,1.7,-0.149,-241,130,1.02636,2.47,-0.65,11.2,1,7,2,6
7.6,0.29,-0.26,-40.3,-0.095,-245,160,0.9944,3.14,0.47,11.5,-2,8,1,1
0.3,-1,-0.31,-8.7,0.037,42,150,0.97828,3.04,2.2,12.5,-1,8,1,2
6.4,0.11,0.35,7.7,-0.149,-476,191,1.01136,3.15,0.5,8,0,7,3,3
5.8,1.21,1.78,-57.5,0.044,144,-601,0.97641,3.19,1.22,9.5,0,6,Unrated,0
5.1,0.74,0,32.6,0.124,-7,58,1.01733,4.51,1.48,13.7,-1,7,Unrated,0
11.7,0.28,0.78,-15.6,-0.093,235,463,0.992,3.05,0.31,11.7,0,9,1,2
8.1,0.33,-1.12,31.6,-0.41,35,176,1.01842,1.9,0.38,8.8,-1,9,1,3
12.1,0.23,-0.43,73.7,-0.127,65,146,0.9963,3.11,0.32,9.8,0,8,1,4
-3.8,3.11,0.43,37.6,-0.155,296,-217,0.99293,3.47,0.51,10.8,-1,8,Unrated,3
11.1,0.81,-0.14,-47,0.07,6,14,0.99562,3.51,-0.06,10.8,0,8,Unrated,0
2.3,0.46,0.93,11,0.131,269,-262,0.97195,3.1,-2.65,9.6,0,9,Unrated,0
9.3,0.32,-0.59,-15,0.055,-151,138,1.02223,5.07,0.5,12.7,0,7,4,6
-5.8,-0.74,-0.24,118.5,0.048,47,161,0.99281,3.71,-0.56,13.1,1,7,3,5
8.7,-0.43,0.32,11.1,0.565,239,169,0.99975,3.12,0.47,2.1,-1,9,1,0
11.3,0.155,0.08,1.6,0.243,39,334,0.98975,3.57,1.84,6.8,0,6,4,6
8.1,0.31,0.36,118.7,0.028,-89,142,1.00999,3.01,0.34,14.9,0,9,3,5
4.5,0.37,1.23,7.9,0.047,340,215,0.95141,2.38,1.64,9.5,0,7,Unrated,4
8.2,0.2,-0.01,3.5,0.279,126,314,1.03306,3.19,3.05,17.6,-1,9,1,3
4.4,0.59,0.14,40.2,0.084,25,-208,1.01015,3.98,0.56,4.3,0,10,2,3
7,0.7,-0.62,53.9,0.027,-146,130,1.01469,3.28,0.39,12.7,0,7,4,5
-3.9,0.25,-1.05,5.7,-0.126,-491,152,1.00275,3.21,0.88,4.5,0,7,2,4
6.9,0.17,-0.36,4.7,0.047,242,547,1.03405,3.16,0.48,16.7,0,7,3,3
7.5,0.38,0.4,2.3,1.275,5,12,0.99605,2.61,0.55,11.4,0,8,Unrated,0
9,0.36,-0.59,48.5,-0.092,77,23,0.94473,3.84,0.76,18.3,0,11,Unrated,0
7.3,1.31,0.65,-78.5,-0.116,298,465,0.94955,2.93,1.73,7.6,-1,8,Unrated,0
10.3,-0.93,0.34,5.1,-0.207,513,-105,0.91168,3.24,2.88,6.7,1,7,2,5
5.2,1.34,0.29,18.2,0.028,18,-359,1.02674,4.24,-2.18,6.8,0,6,2,4
7.9,0.45,0.19,37.5,0.028,261,165,0.991,3.08,-0.37,12.3,-1,9,1,3
2.5,0.28,-0.98,54.7,0.054,-170,451,0.98896,3.53,0.42,16.5,0,6,1,3
19.2,0.28,0.46,16.3,-0.038,39,133,0.96998,2.53,2.17,8.5,0,10,1,0
6.8,-0.2,0.36,18.1,0.401,32,133,1,3.67,0.48,2.3,0,7,2,3
15.7,0.16,-0.33,1.4,-0.4,13,109,0.9932,3.11,0.75,7.3,1,8,Unrated,0
15.2,0.24,1.35,20.3,0.041,24,99,0.95651,3.84,-2.73,10.9,1,7,2,5
21,1.36,-0.85,-111.2,0.046,23,-185,0.97275,3.33,0.29,9.6,1,10,3,4
8.6,0.29,0.49,-9.8,-0.128,-151,380,0.9938,2.95,0.4,13.4,1,8,2,5
6.2,0.29,0.09,-7.3,0.027,-18,201,0.94976,1.07,-0.87,8.1,0,7,3,4
6,1.7,0.32,76.6,0.053,26,470,0.94295,2.41,-0.66,8.8,1,7,3,4
17.6,1.295,0.28,6.9,0.005,46,150,0.99299,4.2,0.7,4,1,6,1,0
25.8,0.36,1.87,-16.2,0.09,172,-34,1,3.17,1.25,9.2,0,12,Unrated,0
7.4,-1.14,-1.14,94,0.924,18,38,0.9933,1.92,0.41,13.6,-1,8,Unrated,0
12.9,0.29,0.22,1.7,0.035,-16,79,0.98203,3.38,2.01,5.4,0,7,3,5
6.6,0.26,0.38,-101.9,0.17,55,201,0.96367,3.19,-2.7,13.5,0,7,2,4
6.1,0.9,0.14,3.9,0.307,46,-242,0.99344,3.07,-0.43,15.9,0,7,1,2
6.4,0.29,-0.73,-25.8,-0.312,21,116,1.02731,2.72,2.06,15,0,7,3,3
6.7,0.14,1.08,55.6,-0.37,-76.5,216,0.9956,3.31,0.68,13.8,-1,7,1,2
14,0.24,-0.86,43.5,0.03,42,-641,0.97031,3.47,-0.54,10.2,-1,7,2,3
8,0.6,1.81,7.1,0.045,-16,-48,0.97212,2.69,0.43,10.6,-1,9,1,2
9.3,0.22,0.5,16.4,0.185,36,182,0.99904,4.2,0.72,8.8,1,7,3,5
4,-0.3,0.27,7.5,0.041,-91,160,0.99535,3.17,0.79,10,0,8,2,3
3.9,0.31,0.67,10.9,0.06,163,10,1.0299,3.24,0.83,14.6,1,12,3,6
10.1,-0.51,0.44,7.1,0.693,49,257,1.03585,2.72,-0.84,12.7,0,7,Unrated,0
-5.2,0.22,1.07,10.2,0.038,24,149,0.99725,1.66,2.01,10,1,7,4,6
-0.4,0.28,0.22,-45.4,-0.303,27,474,1.02823,3.33,-0.41,10.6,-2,7,1,2
9.5,0.32,0.52,62.6,0.088,-85,51,1.06922,2.26,0.04,16.4,0,10,4,4
6.2,-0.945,-0.02,36.4,0.406,4,117,0.99032,4.6,0.44,12.2,0,7,1,3
8.5,0.2,1.69,1.1,-0.477,140,545,0.94578,3,0.97,14.8,-1,9,1,1
3.1,-0.04,-0.29,21.2,-0.296,67,-496,0.99907,1.93,2.25,13.1,0,8,2,3
8.1,-0.89,-2.09,-35,0.033,36,141,0.94348,2.16,-2.4,13.3,1,9,3,6
6.2,-0.7,0.45,-38.6,0.029,37,94,1.04011,4.29,-1.17,7.3,-1,7,2,3
6.9,-0.22,0.49,-32.1,0.074,12,103,0.9959,3.42,-0.31,10.2,-1,7,2,3
15.7,0.12,0.36,-46.7,0.039,43,438,0.97891,3.28,1.92,11.8,-1,7,4,4
6.8,0.14,0.18,-3.8,-0.2,200,-150,0.9996,3.42,0.54,8.2,-1,7,2,3
5.7,1.095,0.3,4.6,0.042,68,101,0.99268,3.86,1.87,11.8,-1,6,1,3
17.6,0.18,-1.38,9.9,0.058,-429,188,0.90729,3.13,0.51,17.1,-2,7,Unrated,0
-2.9,-0.45,3.33,1.2,-0.259,101,121,0.9933,4.09,1.97,9.2,0,7,2,3
9,0.24,0.83,40.2,0.048,177,-292,1.0193,0.74,-0.02,9.7,0,10,2,4
7,0.92,0.02,10.1,0.066,-183,384,0.99865,3.47,1.29,11.8,1,8,Unrated,5
